source,to,score
resp4771,resp2339,5.0
resp4771,resp4141,5.0
resp4771,resp4256,5.0
resp4772,resp3311,5.0
resp4772,resp4935,5.0
resp4772,resp3487,5.0
resp4772,resp3484,5.0
resp4774,resp3989,4.0
resp4774,resp595,3.0
resp4778,resp2072,5.0
resp4778,resp1121,2.0
resp4780,resp6266,2.0
resp4780,resp1997,2.0
resp4780,resp4654,4.0
resp4780,resp5539,4.0
resp4781,resp2856,4.0
resp4783,resp5539,4.0
resp4783,resp4214,5.0
resp4784,resp1606,5.0
resp4784,resp2954,5.0
resp4784,resp4676,5.0
resp4784,resp3402,5.0
resp4788,resp5953,5.0
resp4788,resp5810,5.0
resp4789,resp1121,5.0
resp4789,resp2831,5.0
resp4789,resp2072,4.0
resp4790,resp2373,5.0
resp4797,resp4374,3.0
resp4797,resp1472,4.0
resp4797,resp4823,3.0
resp4797,resp2236,5.0
resp4799,resp1210,4.0
resp4799,resp2353,4.0
resp4799,resp2249,4.0
resp4801,resp1841,
resp4802,resp5181,5.0
resp4802,resp1334,5.0
resp4802,resp1121,5.0
resp4803,resp2890,1.0
resp4803,resp3808,3.0
resp4804,resp232,5.0
resp4804,resp1282,5.0
resp4804,resp1472,5.0
resp4805,resp3447,5.0
resp4805,resp5022,5.0
resp4809,resp2333,5.0
resp4809,resp2491,4.0
resp4809,resp3356,4.0
resp4809,resp1772,3.0
resp4812,resp1185,5.0
resp4812,resp2654,5.0
resp4812,resp2072,5.0
resp4813,resp4415,
resp4814,resp4571,5.0
resp4814,resp4169,5.0
resp4814,resp1316,5.0
resp4818,resp5584,1.0
resp4818,resp469,1.0
resp4819,resp5944,5.0
resp4819,resp3977,5.0
resp4819,resp1067,5.0
resp4819,resp3368,5.0
resp4821,resp5913,4.0
resp4823,resp1472,5.0
resp4823,resp1349,5.0
resp4823,resp4657,3.0
resp4823,resp4654,3.0
resp4824,resp5523,4.0
resp4824,resp4627,4.0
resp4825,resp6038,5.0
resp4825,resp494,5.0
resp4825,resp2339,5.0
resp4825,resp2696,5.0
resp4826,resp4374,4.0
resp4826,resp3280,4.0
resp4826,resp1472,4.0
resp4828,resp2339,5.0
resp4828,resp4141,5.0
resp4828,resp4256,5.0
resp4829,resp5539,4.0
resp4829,resp3549,4.0
resp4829,resp18,4.0
resp4834,resp997,5.0
resp4835,resp2303,5.0
resp4835,resp2002,4.0
resp4835,resp3605,4.0
resp4840,resp4592,5.0
resp4842,resp426,5.0
resp4845,resp415,5.0
resp4845,resp1379,5.0
resp4846,resp5618,4.0
resp4846,resp1188,3.0
resp4846,resp1701,2.0
resp4846,resp766,1.0
resp4847,resp2144,5.0
resp4847,resp4914,5.0
resp4847,resp452,5.0
resp4847,resp2500,5.0
resp4851,resp3221,5.0
resp4851,resp3756,5.0
resp4852,resp272,4.0
resp4853,resp5788,4.0
resp4853,resp6171,3.0
resp4853,resp1669,2.0
resp4853,resp3151,2.0
resp4854,resp1607,5.0
resp4854,resp227,5.0
resp4854,resp3823,5.0
resp4855,resp2816,5.0
resp4857,resp1759,5.0
resp4857,resp5783,5.0
resp4858,resp213,5.0
resp4864,resp4374,3.0
resp4864,resp3280,5.0
resp4864,resp2236,5.0
resp4865,resp2163,5.0
resp4865,resp608,5.0
resp4865,resp474,5.0
resp4870,resp1376,5.0
resp4870,resp466,5.0
resp4870,resp1071,5.0
resp4871,resp1376,5.0
resp4871,resp3365,5.0
resp4871,resp2804,5.0
resp4874,resp6078,5.0
resp4874,resp2854,5.0
resp4875,resp848,3.0
resp4879,resp1043,
resp4879,resp1601,
resp4881,resp5083,
resp4882,resp5488,3.0
resp4882,resp1376,5.0
resp4889,resp541,5.0
resp4889,resp3755,5.0
resp4889,resp4774,5.0
resp4889,resp4390,5.0
resp4890,resp5731,5.0
resp4891,resp2461,4.0
resp4891,resp1534,4.0
resp4891,resp6009,3.0
resp4891,resp2249,3.0
resp4893,resp5577,5.0
resp4893,resp2643,5.0
resp4898,resp5971,1.0
resp4901,resp5618,5.0
resp4903,resp2983,5.0
resp4903,resp4169,5.0
resp4903,resp4266,5.0
resp4903,resp4571,5.0
resp4904,resp5376,5.0
resp4907,resp3549,5.0
resp4907,resp5539,5.0
resp4908,resp4952,3.0
resp4908,resp2381,3.0
resp4908,resp573,5.0
resp4908,resp2353,4.0
resp4911,resp3921,5.0
resp4911,resp2116,5.0
resp4914,resp85,2.0
resp4915,resp2333,5.0
resp4915,resp1772,5.0
resp4915,resp4809,5.0
resp4915,resp4426,5.0
resp4918,resp3520,5.0
resp4918,resp4614,5.0
resp4920,resp5727,5.0
resp4920,resp2780,5.0
resp4920,resp4101,5.0
resp4920,resp4129,5.0
resp4921,resp11,5.0
resp4921,resp3823,5.0
resp4921,resp5802,5.0
resp4925,resp3311,5.0
resp4925,resp3487,5.0
resp4925,resp1307,5.0
resp4925,resp4362,5.0
resp4926,resp6061,4.0
resp4927,resp608,3.0
resp4927,resp595,5.0
resp4927,resp2983,5.0
resp4927,resp3989,5.0
resp4930,resp793,
resp4930,resp5880,
resp4930,resp1228,
resp4930,resp1071,
resp4931,resp5267,
resp4932,resp4442,5.0
resp4932,resp1624,5.0
resp4932,resp2663,5.0
resp4932,resp1559,5.0
resp4933,resp3554,5.0
resp4935,resp2461,5.0
resp4935,resp2300,5.0
resp4935,resp5913,5.0
resp4935,resp3448,5.0
resp4937,resp2048,5.0
resp4937,resp1121,5.0
resp4937,resp3024,5.0
resp4937,resp2176,5.0
resp4938,resp3359,4.0
resp4946,resp3434,5.0
resp4946,resp4298,5.0
resp4946,resp4015,5.0
resp4946,resp4383,5.0
resp4947,resp3921,5.0
resp4947,resp4001,5.0
resp4948,resp6113,5.0
resp4948,resp6009,5.0
resp4948,resp1060,5.0
resp4948,resp689,5.0
resp4956,resp545,4.0
resp4961,resp6032,5.0
resp4962,resp1060,
resp4966,resp2066,4.0
resp4968,resp4774,5.0
resp4968,resp541,5.0
resp4968,resp2163,5.0
resp4968,resp608,5.0
resp4969,resp3280,5.0
resp4969,resp2236,5.0
resp4969,resp4374,5.0
resp4971,resp4449,5.0
resp4971,resp3448,5.0
resp4971,resp2736,5.0
resp4972,resp5032,4.0
resp4976,resp1933,5.0
resp4976,resp133,5.0
resp4976,resp894,5.0
resp4976,resp1908,5.0
resp4977,resp1188,5.0
resp4979,resp1282,5.0
resp4979,resp232,5.0
resp4979,resp1472,5.0
resp4979,resp6133,5.0
resp4985,resp3545,5.0
resp4985,resp3512,5.0
resp4985,resp2831,5.0
resp4987,resp3414,5.0
resp4988,resp132,
resp4988,resp4169,
resp4988,resp1318,
resp4988,resp2983,
resp4994,resp283,3.0
resp4994,resp5359,3.0
resp4997,resp5123,2.0
resp4998,resp5970,4.0
resp4998,resp2872,4.0
resp4999,resp3442,5.0
resp5001,resp4812,5.0
resp5001,resp4089,5.0
resp5001,resp5407,5.0
resp5001,resp504,4.0
resp5002,resp4298,5.0
resp5002,resp3434,5.0
resp5002,resp5620,4.0
resp5004,resp3365,5.0
resp5005,resp2475,5.0
resp5007,resp903,5.0
resp5007,resp3777,5.0
resp5013,resp2649,3.0
resp5015,resp4166,5.0
resp5018,resp415,4.0
resp5018,resp1379,4.0
resp5024,resp1703,3.0
resp5024,resp3213,3.0
resp5026,resp5027,5.0
resp5027,resp254,5.0
resp5027,resp2420,5.0
resp5030,resp494,4.0
resp5030,resp5,2.0
resp5030,resp2339,1.0
resp5030,resp6038,2.0
resp5033,resp5924,5.0
resp5033,resp1681,5.0
resp5033,resp5488,5.0
resp5033,resp1376,5.0
resp5034,resp1210,4.0
resp5034,resp6220,5.0
resp5034,resp5523,3.0
resp5034,resp5826,3.0
resp5035,resp1282,4.0
resp5035,resp232,4.0
resp5036,resp2461,5.0
resp5036,resp817,5.0
resp5036,resp3503,5.0
resp5037,resp2236,5.0
resp5037,resp4374,5.0
resp5037,resp1472,5.0
resp5037,resp3280,5.0
resp5038,resp3315,5.0
resp5038,resp514,5.0
resp5038,resp769,5.0
resp5039,resp3594,5.0
resp5043,resp2856,5.0
resp5043,resp3365,4.0
resp5046,resp1595,5.0
resp5046,resp3745,5.0
resp5047,resp4298,5.0
resp5048,resp4169,4.0
resp5049,resp5481,5.0
resp5050,resp143,5.0
resp5051,resp3797,4.0
resp5051,resp4181,4.0
resp5051,resp3198,4.0
resp5052,resp213,4.0
resp5053,resp4823,5.0
resp5060,resp1349,5.0
resp5060,resp3365,5.0
resp5061,resp2720,5.0
resp5061,resp5812,5.0
resp5061,resp3280,5.0
resp5061,resp2236,5.0
resp5062,resp5970,3.0
resp5067,resp2654,2.0
resp5067,resp4923,4.0
resp5067,resp1185,2.0
resp5067,resp2532,2.0
resp5070,resp5068,4.0
resp5070,resp5432,4.0
resp5072,resp1772,5.0
resp5072,resp4426,5.0
resp5072,resp3333,5.0
resp5075,resp3594,5.0
resp5075,resp3181,2.0
resp5077,resp2915,5.0
resp5078,resp132,5.0
resp5079,resp608,5.0
resp5079,resp4001,5.0
resp5079,resp1313,5.0
resp5083,resp4571,5.0
resp5083,resp1814,5.0
resp5083,resp5617,5.0
resp5083,resp2039,5.0
resp5087,resp35,
resp5088,resp132,
resp5092,resp2646,5.0
resp5092,resp5727,5.0
resp5094,resp3221,4.0
resp5096,resp6237,5.0
resp5096,resp4677,5.0
resp5101,resp930,3.0
resp5105,resp1332,5.0
resp5105,resp947,5.0
resp5108,resp6031,5.0
resp5108,resp1371,5.0
resp5108,resp1212,5.0
resp5112,resp5083,4.0
resp5113,resp1922,4.0
resp5117,resp2979,5.0
resp5117,resp3809,5.0
resp5118,resp715,5.0
resp5118,resp4935,5.0
resp5119,resp6033,5.0
resp5119,resp1789,5.0
resp5123,resp6108,5.0
resp5124,resp4308,5.0
resp5124,resp4614,5.0
resp5130,resp4774,4.0
resp5130,resp4166,4.0
resp5130,resp4326,4.0
resp5130,resp2983,4.0
resp5131,resp1911,5.0
resp5131,resp6078,5.0
resp5131,resp2854,5.0
resp5133,resp6061,5.0
resp5133,resp353,5.0
resp5133,resp1723,5.0
resp5133,resp3080,5.0
resp5135,resp3487,4.0
resp5138,resp35,5.0
resp5138,resp842,5.0
resp5139,resp3221,5.0
resp5139,resp3756,5.0
resp5140,resp3365,5.0
resp5140,resp1349,5.0
resp5140,resp573,5.0
resp5141,resp2646,5.0
resp5142,resp5787,
resp5145,resp2816,
resp5145,resp2885,
resp5148,resp4571,5.0
resp5148,resp4169,4.0
resp5149,resp91,5.0
resp5149,resp6174,5.0
resp5149,resp4421,5.0
resp5150,resp2330,5.0
resp5150,resp5543,5.0
resp5150,resp6150,5.0
resp5150,resp1828,5.0
resp5153,resp1701,5.0
resp5153,resp6108,4.0
resp5153,resp6220,3.0
resp5153,resp1613,4.0
resp5154,resp2128,4.0
resp5154,resp29,5.0
resp5154,resp5586,2.0
resp5154,resp410,4.0
resp5157,resp3311,5.0
resp5157,resp3487,5.0
resp5158,resp3493,
resp5158,resp2865,
resp5159,resp4169,5.0
resp5159,resp1316,5.0
resp5163,resp2950,5.0
resp5163,resp4574,5.0
resp5163,resp4592,3.0
resp5163,resp312,4.0
resp5165,resp3448,4.0
resp5165,resp2736,4.0
resp5169,resp488,5.0
resp5169,resp2300,5.0
resp5169,resp3503,5.0
resp5169,resp3086,5.0
resp5170,resp1282,5.0
resp5170,resp232,5.0
resp5170,resp4804,5.0
resp5171,resp3061,5.0
resp5176,resp5502,4.0
resp5176,resp5669,5.0
resp5176,resp4056,1.0
resp5180,resp848,4.0
resp5180,resp2654,4.0
resp5180,resp2253,4.0
resp5180,resp1185,5.0
resp5181,resp1121,5.0
resp5181,resp1334,5.0
resp5181,resp1185,3.0
resp5181,resp5705,5.0
resp5182,resp2834,5.0
resp5184,resp2461,5.0
resp5184,resp1534,5.0
resp5184,resp2787,5.0
resp5186,resp5810,5.0
resp5186,resp5953,
resp5187,resp3198,
resp5187,resp3797,
resp5192,resp4915,5.0
resp5192,resp784,4.0
resp5193,resp930,5.0
resp5193,resp4915,5.0
resp5193,resp5221,5.0
resp5194,resp373,4.0
resp5194,resp5955,4.0
resp5194,resp3052,3.0
resp5194,resp3989,5.0
resp5195,resp930,5.0
resp5195,resp5221,5.0
resp5197,resp4574,5.0
resp5197,resp2950,5.0
resp5197,resp2328,5.0
resp5199,resp1204,5.0
resp5200,resp2983,5.0
resp5200,resp3365,4.0
resp5200,resp608,3.0
resp5200,resp4774,5.0
resp5201,resp4166,5.0
resp5203,resp1723,5.0
resp5203,resp2480,5.0
resp5203,resp2890,5.0
resp5203,resp4241,5.0
resp5206,resp2948,5.0
resp5206,resp5810,5.0
resp5209,resp4935,5.0
resp5210,resp514,5.0
resp5210,resp3315,5.0
resp5213,resp4809,5.0
resp5213,resp4127,3.0
resp5216,resp558,4.0
resp5216,resp4306,3.0
resp5216,resp1796,3.0
resp5216,resp2787,2.0
resp5220,resp553,4.0
resp5222,resp2584,3.0
resp5222,resp4202,5.0
resp5227,resp2567,4.0
resp5232,resp494,5.0
resp5232,resp6038,5.0
resp5232,resp2339,4.0
resp5234,resp4494,3.0
resp5234,resp2887,4.0
resp5234,resp76,5.0
resp5234,resp3383,5.0
resp5235,resp4275,5.0
resp5236,resp3545,5.0
resp5236,resp4072,5.0
resp5236,resp1391,5.0
resp5237,resp4169,5.0
resp5237,resp2983,5.0
resp5237,resp4571,5.0
resp5237,resp5617,5.0
resp5238,resp1071,5.0
resp5239,resp5618,5.0
resp5243,resp3978,5.0
resp5244,resp4774,1.0
resp5244,resp595,1.0
resp5245,resp999,4.0
resp5245,resp4102,4.0
resp5246,resp4704,5.0
resp5246,resp534,5.0
resp5247,resp3259,4.0
resp5250,resp3562,5.0
resp5250,resp6237,5.0
resp5253,resp3620,5.0
resp5258,resp2838,5.0
resp5258,resp91,5.0
resp5258,resp6174,5.0
resp5261,resp3520,4.0
resp5261,resp3893,4.0
resp5265,resp4169,4.0
resp5267,resp4571,5.0
resp5267,resp5617,4.0
resp5268,resp1534,5.0
resp5268,resp2787,5.0
resp5270,resp2049,4.0
resp5270,resp976,2.0
resp5274,resp3842,5.0
resp5274,resp1642,4.0
resp5274,resp5580,3.0
resp5274,resp4483,2.0
resp5278,resp4686,5.0
resp5278,resp2461,5.0
resp5278,resp1397,5.0
resp5278,resp1071,5.0
resp5280,resp2837,5.0
resp5280,resp1391,5.0
resp5280,resp4444,5.0
resp5280,resp2831,5.0
resp5284,resp514,5.0
resp5284,resp2121,5.0
resp5285,resp1841,5.0
resp5285,resp1038,5.0
resp5289,resp5586,5.0
resp5289,resp6098,5.0
resp5289,resp5654,5.0
resp5292,resp2300,5.0
resp5292,resp4935,5.0
resp5292,resp715,5.0
resp5292,resp3488,5.0
resp5293,resp283,5.0
resp5293,resp5359,4.0
resp5295,resp1472,5.0
resp5295,resp232,5.0
resp5295,resp1282,5.0
resp5295,resp4804,5.0
resp5298,resp2816,3.0
resp5302,resp3229,5.0
resp5303,resp1204,5.0
resp5304,resp5580,5.0
resp5304,resp5850,5.0
resp5310,resp2300,5.0
resp5310,resp5390,5.0
resp5310,resp4935,5.0
resp5312,resp3752,2.0
resp5312,resp742,3.0
resp5313,resp6074,5.0
resp5313,resp1221,5.0
resp5314,resp3545,5.0
resp5314,resp2748,2.0
resp5314,resp2945,3.0
resp5314,resp2831,3.0
resp5315,resp213,3.0
resp5318,resp5800,5.0
resp5318,resp4935,5.0
resp5321,resp3613,5.0
resp5323,resp4809,4.0
resp5328,resp4374,5.0
resp5329,resp1183,4.0
resp5329,resp102,3.0
resp5329,resp4960,3.0
resp5330,resp4926,4.0
resp5331,resp2816,5.0
resp5333,resp2120,5.0
resp5333,resp5226,5.0
resp5333,resp3545,5.0
resp5337,resp5545,3.0
resp5337,resp2804,4.0
resp5340,resp169,5.0
resp5340,resp2532,5.0
resp5340,resp2654,5.0
resp5342,resp6026,5.0
resp5342,resp3819,5.0
resp5342,resp628,5.0
resp5343,resp1776,4.0
resp5345,resp4799,5.0
resp5346,resp5941,4.0
resp5346,resp5497,4.0
resp5351,resp6061,5.0
resp5357,resp2039,5.0
resp5357,resp5617,5.0
resp5359,resp283,5.0
resp5360,resp4761,5.0
resp5362,resp2991,3.0
resp5362,resp312,5.0
resp5362,resp2950,4.0
resp5362,resp1449,3.0
resp5365,resp4298,5.0
resp5365,resp5047,2.0
resp5365,resp5620,5.0
resp5365,resp4206,5.0
resp5366,resp3972,5.0
resp5366,resp3012,5.0
resp5368,resp172,5.0
resp5368,resp1541,5.0
resp5368,resp4181,3.0
resp5368,resp3198,4.0
resp5373,resp1121,4.0
resp5374,resp512,5.0
resp5374,resp2649,4.0
resp5376,resp1210,5.0
resp5380,resp3595,4.0
resp5381,resp2746,2.0
resp5382,resp3280,5.0
resp5382,resp4374,5.0
resp5384,resp5839,4.0
resp5384,resp213,4.0
resp5384,resp4476,4.0
resp5384,resp2072,4.0
resp5385,resp4214,4.0
resp5388,resp2859,5.0
resp5388,resp2804,5.0
resp5388,resp5545,5.0
resp5388,resp3968,5.0
resp5390,resp2461,5.0
resp5390,resp2300,5.0
resp5391,resp4761,4.0
resp5391,resp6246,4.0
resp5393,resp366,
resp5400,resp3797,5.0
resp5400,resp4181,5.0
resp5404,resp5788,5.0
resp5407,resp4812,5.0
resp5408,resp4571,5.0
resp5408,resp947,3.0
resp5408,resp1332,5.0
resp5409,resp4079,5.0
resp5409,resp5800,5.0
resp5409,resp4935,5.0
resp5410,resp2983,5.0
resp5410,resp1545,5.0
resp5410,resp2947,4.0
resp5410,resp2828,4.0
resp5411,resp415,5.0
resp5415,resp35,3.0
resp5415,resp842,3.0
resp5417,resp132,3.0
resp5417,resp2963,2.0
resp5418,resp4372,5.0
resp5418,resp6233,5.0
resp5418,resp4301,5.0
resp5418,resp4655,5.0
resp5422,resp3756,4.0
resp5424,resp213,3.0
resp5424,resp5839,4.0
resp5426,resp6095,5.0
resp5426,resp1038,5.0
resp5426,resp3194,5.0
resp5426,resp2277,5.0
resp5427,resp3356,4.0
resp5427,resp3494,4.0
resp5428,resp11,5.0
resp5428,resp4088,5.0
resp5428,resp3823,3.0
resp5428,resp4684,2.0
resp5429,resp4571,5.0
resp5429,resp2824,5.0
resp5429,resp558,5.0
resp5429,resp2983,5.0
resp5431,resp608,2.0
resp5431,resp2983,2.0
resp5432,resp750,4.0
resp5432,resp5068,5.0
resp5434,resp993,5.0
resp5434,resp3545,5.0
resp5437,resp2143,5.0
resp5437,resp5488,5.0
resp5442,resp1944,5.0
resp5444,resp2847,5.0
resp5444,resp4935,5.0
resp5444,resp4774,5.0
resp5444,resp4604,5.0
resp5448,resp3665,
resp5448,resp837,
resp5448,resp3756,
resp5448,resp1949,
resp5452,resp3961,5.0
resp5452,resp4208,5.0
resp5452,resp4306,5.0
resp5452,resp4576,5.0
resp5453,resp5032,2.0
resp5455,resp2854,4.0
resp5463,resp6235,5.0
resp5464,resp5267,5.0
resp5464,resp5617,5.0
resp5464,resp4571,5.0
resp5465,resp4169,5.0
resp5465,resp4571,5.0
resp5465,resp2983,5.0
resp5466,resp85,3.0
resp5466,resp4034,5.0
resp5466,resp3781,4.0
resp5466,resp3549,4.0
resp5467,resp5622,3.0
resp5468,resp1060,4.0
resp5468,resp5580,4.0
resp5470,resp213,2.0
resp5470,resp5839,5.0
resp5471,resp1644,5.0
resp5471,resp1214,5.0
resp5471,resp2680,
resp5471,resp4800,
resp5472,resp2696,5.0
resp5473,resp4774,5.0
resp5473,resp5244,5.0
resp5473,resp1532,5.0
resp5473,resp5486,5.0
resp5474,resp3851,1.0
resp5481,resp6220,5.0
resp5484,resp1534,5.0
resp5484,resp2461,5.0
resp5486,resp3989,5.0
resp5487,resp195,3.0
resp5492,resp1396,5.0
resp5492,resp2228,5.0
resp5492,resp294,5.0
resp5493,resp1908,4.0
resp5493,resp2048,4.0
resp5494,resp469,4.0
resp5496,resp5520,5.0
resp5497,resp494,5.0
resp5497,resp2339,5.0
resp5500,resp2343,5.0
resp5500,resp4801,4.0
resp5500,resp5816,4.0
resp5500,resp1043,5.0
resp5501,resp3198,4.0
resp5501,resp4181,4.0
resp5501,resp5196,4.0
resp5504,resp2144,5.0
resp5505,resp2312,4.0
resp5505,resp5349,4.0
resp5505,resp334,2.0
resp5505,resp982,3.0
resp5507,resp3448,3.0
resp5508,resp1472,5.0
resp5508,resp4374,5.0
resp5508,resp3280,5.0
resp5508,resp398,5.0
resp5515,resp2816,5.0
resp5517,resp1534,4.0
resp5517,resp5913,4.0
resp5517,resp2461,4.0
resp5517,resp6009,4.0
resp5518,resp132,5.0
resp5518,resp825,5.0
resp5519,resp4202,3.0
resp5519,resp2584,5.0
resp5520,resp415,4.0
resp5522,resp4169,5.0
resp5522,resp1316,5.0
resp5522,resp4571,5.0
resp5522,resp2152,5.0
resp5523,resp1701,5.0
resp5523,resp3447,5.0
resp5523,resp1188,5.0
resp5523,resp5965,5.0
resp5526,resp870,5.0
resp5529,resp11,5.0
resp5530,resp1379,
resp5530,resp5726,5.0
resp5531,resp346,5.0
resp5533,resp1817,5.0
resp5533,resp4372,5.0
resp5534,resp2856,5.0
resp5534,resp3365,5.0
resp5534,resp2824,5.0
resp5534,resp5788,4.0
resp5535,resp1188,
resp5537,resp4774,5.0
resp5538,resp3301,3.0
resp5538,resp3415,4.0
resp5541,resp664,5.0
resp5541,resp5267,4.0
resp5541,resp5617,5.0
resp5541,resp3961,5.0
resp5542,resp1214,5.0
resp5542,resp1644,4.0
resp5542,resp1771,4.0
resp5543,resp2330,3.0
resp5543,resp5902,3.0
resp5543,resp6150,3.0
resp5543,resp1828,3.0
resp5545,resp96,5.0
resp5545,resp2804,5.0
resp5545,resp1376,5.0
resp5545,resp854,5.0
resp5548,resp664,5.0
resp5548,resp5541,5.0
resp5548,resp4069,5.0
resp5550,resp4107,5.0
resp5550,resp3006,5.0
resp5550,resp5153,5.0
resp5551,resp1723,4.0
resp5551,resp2890,4.0
resp5551,resp3808,4.0
resp5556,resp2696,5.0
resp5558,resp1477,5.0
resp5560,resp51,4.0
resp5564,resp4417,5.0
resp5564,resp5101,4.0
resp5564,resp1447,4.0
resp5564,resp3756,5.0
resp5566,resp2477,3.0
resp5567,resp2872,5.0
resp5567,resp5970,5.0
resp5567,resp2339,5.0
resp5569,resp188,4.0
resp5571,resp4483,5.0
resp5574,resp1420,5.0
resp5574,resp5575,4.0
resp5578,resp993,4.0
resp5578,resp3545,5.0
resp5578,resp1804,3.0
resp5580,resp6009,5.0
resp5581,resp5221,5.0
resp5581,resp930,5.0
resp5582,resp2049,5.0
resp5582,resp6016,5.0
resp5582,resp1153,5.0
resp5582,resp1038,5.0
resp5583,resp1559,3.0
resp5584,resp469,5.0
resp5588,resp1411,5.0
resp5590,resp1759,5.0
resp5590,resp3789,5.0
resp5590,resp5427,5.0
resp5590,resp3356,5.0
resp5593,resp5484,5.0
resp5593,resp1534,5.0
resp5593,resp817,5.0
resp5596,resp5822,5.0
resp5596,resp4571,5.0
resp5596,resp1652,5.0
resp5596,resp5810,5.0
resp5598,resp2143,5.0
resp5598,resp5437,5.0
resp5598,resp2983,5.0
resp5599,resp4989,5.0
resp5599,resp5783,1.0
resp5599,resp1759,4.0
resp5599,resp240,5.0
resp5600,resp167,4.0
resp5601,resp1210,5.0
resp5607,resp5787,4.0
resp5608,resp5618,5.0
resp5609,resp5941,5.0
resp5609,resp5497,5.0
resp5613,resp410,5.0
resp5613,resp6159,5.0
resp5613,resp5586,5.0
resp5614,resp2303,4.0
resp5617,resp4571,5.0
resp5617,resp5788,5.0
resp5617,resp3365,3.0
resp5617,resp2834,3.0
resp5618,resp1701,
resp5618,resp1188,
resp5619,resp5106,1.0
resp5620,resp5731,
resp5620,resp3221,
resp5620,resp5068,
resp5620,resp5698,
resp5621,resp1814,4.0
resp5621,resp546,4.0
resp5623,resp1595,5.0
resp5623,resp4363,5.0
resp5623,resp5526,5.0
resp5624,resp742,5.0
resp5625,resp3219,5.0
resp5625,resp4935,5.0
resp5625,resp3959,5.0
resp5625,resp3910,5.0
resp5626,resp469,5.0
resp5626,resp5584,5.0
resp5628,resp5713,5.0
resp5628,resp608,4.0
resp5628,resp4390,5.0
resp5628,resp4484,3.0
resp5629,resp1411,5.0
resp5629,resp3182,5.0
resp5637,resp742,5.0
resp5637,resp4649,5.0
resp5637,resp1570,5.0
resp5639,resp2859,5.0
resp5639,resp2650,5.0
resp5643,resp4327,5.0
resp5643,resp2983,5.0
resp5646,resp1379,5.0
resp5647,resp2657,3.0
resp5647,resp1895,4.0
resp5649,resp5535,2.0
resp5652,resp2039,4.0
resp5653,resp1334,5.0
resp5653,resp5866,5.0
resp5653,resp2843,4.0
resp5653,resp1121,4.0
resp5655,resp2559,
resp5655,resp4935,
resp5662,resp5586,4.0
resp5662,resp2128,4.0
resp5662,resp4198,4.0
resp5664,resp903,5.0
resp5664,resp1071,5.0
resp5664,resp2804,5.0
resp5666,resp5584,5.0
resp5666,resp469,4.0
resp5666,resp4574,4.0
resp5666,resp6255,3.0
resp5670,resp2903,3.0
resp5671,resp4812,4.0
resp5671,resp2964,3.0
resp5671,resp738,3.0
resp5673,resp4915,5.0
resp5673,resp737,5.0
resp5673,resp693,5.0
resp5673,resp4769,5.0
resp5674,resp4426,5.0
resp5674,resp4759,3.0
resp5674,resp2969,5.0
resp5674,resp2090,5.0
resp5675,resp4632,2.0
resp5675,resp3545,5.0
resp5675,resp2120,5.0
resp5675,resp1487,4.0
resp5678,resp2890,4.0
resp5681,resp2950,5.0
resp5681,resp4574,5.0
resp5681,resp6255,5.0
resp5681,resp4559,5.0
resp5682,resp4374,4.0
resp5682,resp3280,4.0
resp5682,resp2720,4.0
resp5683,resp1885,4.0
resp5684,resp1282,4.0
resp5684,resp232,4.0
resp5684,resp1472,4.0
resp5686,resp4226,4.0
resp5688,resp929,5.0
resp5690,resp4761,5.0
resp5690,resp6246,5.0
resp5691,resp2221,
resp5695,resp1723,5.0
resp5695,resp2890,5.0
resp5697,resp4001,5.0
resp5697,resp3989,5.0
resp5698,resp1210,4.0
resp5698,resp3221,5.0
resp5698,resp4148,3.0
resp5698,resp2659,4.0
resp5700,resp5731,5.0
resp5704,resp4704,5.0
resp5704,resp534,5.0
resp5704,resp1894,5.0
resp5704,resp5839,5.0
resp5706,resp1472,5.0
resp5706,resp4374,5.0
resp5706,resp3280,5.0
resp5707,resp2283,5.0
resp5707,resp2696,5.0
resp5707,resp460,5.0
resp5707,resp3978,5.0
resp5710,resp4778,4.0
resp5710,resp1121,4.0
resp5710,resp3595,4.0
resp5712,resp5427,5.0
resp5712,resp3356,5.0
resp5713,resp2983,3.0
resp5714,resp4230,5.0
resp5714,resp1161,5.0
resp5715,resp4377,5.0
resp5715,resp1078,5.0
resp5723,resp11,5.0
resp5724,resp3488,5.0
resp5724,resp5144,5.0
resp5726,resp415,5.0
resp5726,resp1379,5.0
resp5727,resp4571,5.0
resp5727,resp1534,5.0
resp5727,resp1133,4.0
resp5727,resp1318,4.0
resp5729,resp608,5.0
resp5729,resp3989,5.0
resp5729,resp2983,5.0
resp5729,resp4774,5.0
resp5730,resp5083,5.0
resp5730,resp558,4.0
resp5730,resp1269,5.0
resp5731,resp2249,5.0
resp5731,resp1210,5.0
resp5731,resp1147,5.0
resp5732,resp3280,5.0
resp5732,resp1472,5.0
resp5732,resp4374,5.0
resp5733,resp4198,5.0
resp5733,resp1734,5.0
resp5744,resp4308,2.0
resp5746,resp5115,5.0
resp5747,resp2804,5.0
resp5748,resp11,5.0
resp5748,resp1376,5.0
resp5748,resp2804,5.0
resp5748,resp1071,5.0
resp5750,resp5535,5.0
resp5751,resp4774,5.0
resp5751,resp4166,5.0
resp5751,resp595,5.0
resp5751,resp4326,5.0
resp5754,resp2983,4.0
resp5754,resp2828,4.0
