uid,function,hierarchy,region,operation,clocent
resp2273,business,E,country-wide,implementation,0.709679939
resp2275,logistics,E,east,implementation,0.77259329
resp2277,business,E,country-wide,implementation,0
resp2278,business,E,country-wide,service,0
resp2279,business,E,country-wide,business_mng,0.692819604
resp2280,mng,E,west,implementation,0
resp2282,logistics,E,east,implementation,0.888076272
resp2283,control,TM,country-wide,corp_gov,0
resp2284,network,MM,west,implementation,0.837828358
resp2285,it,E,country-wide,service,0.847575586
resp2286,hr,E,west,implementation,0
resp2287,it,E,west,service,0
resp2288,it,E,country-wide,service,0.718172183
resp2289,logistics,E,country-wide,implementation,0.812023729
resp2290,leadership,E,country-wide,corp_gov,0.768284206
resp2292,logistics,E,country-wide,implementation,0.70346373
resp2294,leadership,E,country-wide,corp_gov,0.725924974
resp2295,mng,E,country-wide,service,0
resp2296,network,TL,west,implementation,0
resp2297,business,E,country-wide,business_mng,0
resp2298,logistics,E,central,implementation,0
resp2300,hr,MM,west,service,0.852246638
resp2302,business,TL,country-wide,business_mng,0.800708862
resp2303,business,MM,country-wide,implementation,0.775179781
resp2304,it,E,country-wide,service,0
resp2305,business,E,country-wide,business_mng,0.78880284
resp2309,logistics,E,country-wide,implementation,0.811588145
resp2310,network,E,east,business_mng,0.755919383
resp2312,it,E,country-wide,service,0.76519988
resp2314,business,E,country-wide,business_mng,0.00522873
resp2315,business,E,country-wide,implementation,0
resp2318,logistics,E,country-wide,implementation,0.813221979
resp2319,mng,E,central,service,0.808169986
resp2320,business,E,country-wide,implementation,0
resp2321,logistics,E,country-wide,implementation,0.00522873
resp2322,mng,TL,country-wide,service,0.873454032
resp2324,network,TL,west,implementation,0.720310754
resp2326,mng,E,country-wide,corp_gov,0.722409934
resp2328,business,E,country-wide,business_mng,0.80856863
resp2330,business,E,country-wide,implementation,0.790550135
resp2332,logistics,E,country-wide,implementation,0
resp2333,logistics,TM,country-wide,business_mng,0.863197042
resp2334,network,TL,central,implementation,0.692601757
resp2335,hr,E,west,service,0.785203869
resp2336,hr,E,west,service,0.793691761
resp2339,control,MM,country-wide,corp_gov,0
resp2341,it,E,central,service,0
resp2343,business,TL,country-wide,implementation,0.742766407
resp2344,mng,E,country-wide,corp_gov,0.801482463
resp2345,network,TL,central,implementation,0.665627539
resp2346,it,E,country-wide,service,0.696447765
resp2348,mng,E,east,service,0.678425289
resp2349,network,TL,east,implementation,0
resp2350,network,E,country-wide,business_mng,0.785438995
resp2351,logistics,E,east,implementation,0.713693319
resp2353,leadership,E,country-wide,corp_gov,0
resp2354,network,TL,east,implementation,0.809777548
resp2356,security,E,country-wide,service,0
resp2357,hr,E,east,implementation,0.735402056
resp2360,logistics,E,country-wide,implementation,0.825882297
resp2361,mng,E,country-wide,corp_gov,0.781358112
resp2362,business,E,country-wide,service,0
resp2364,network,E,east,business_mng,0.760415648
resp2366,network,TL,central,implementation,0.69129419
resp2368,hr,E,central,service,0
resp2369,business,E,country-wide,business_mng,0.720726486
resp2373,hr,TL,central,service,0.783636668
resp2374,network,E,west,business_mng,0
resp2376,network,E,east,business_mng,0
resp2377,hr,E,country-wide,service,0.808329396
resp2378,mng,TL,country-wide,corp_gov,0.731072689
resp2379,business,E,country-wide,implementation,0
resp2380,network,TL,east,implementation,0
resp2381,business,E,country-wide,service,0
resp2382,network,TL,east,implementation,0
resp2383,mng,E,country-wide,corp_gov,0.777971369
resp2384,logistics,E,country-wide,implementation,0.665070154
resp2385,logistics,E,country-wide,implementation,0
resp2386,network,E,central,business_mng,0.794691997
resp2387,logistics,E,country-wide,implementation,0
resp2388,mng,E,country-wide,service,0
resp2389,network,TL,east,implementation,0.847926331
resp2390,network,TL,central,implementation,0.682441332
resp2391,logistics,E,country-wide,implementation,0
resp2392,network,TL,central,implementation,0
resp2394,business,E,country-wide,service,0.640735661
resp2397,hr,E,country-wide,service,0.827675427
resp2399,network,TL,west,implementation,0
resp2400,it,E,west,service,0
resp2401,it,E,central,service,0
resp2402,logistics,E,country-wide,implementation,0
resp2403,business,E,country-wide,business_mng,0.846656259
resp2404,logistics,E,country-wide,implementation,0.760591923
resp2407,mng,E,country-wide,service,0.673238833
resp2408,network,TL,east,implementation,0.764353248
resp2409,network,TL,central,implementation,0
resp2410,network,TL,east,implementation,0.862424992
resp2413,business,E,country-wide,business_mng,0.687129097
resp2414,mng,E,country-wide,service,0
resp2415,network,TL,central,implementation,0
resp2416,hr,E,east,service,0.761609061
resp2417,hr,E,country-wide,corp_gov,0.812737956
resp2418,it,E,central,service,0
resp2419,it,E,central,service,0.71982813
resp2420,logistics,TL,east,implementation,0.867459275
resp2421,logistics,E,country-wide,implementation,0.810688023
resp2422,network,TL,central,implementation,0.677552027
resp2423,logistics,E,east,implementation,0.81463631
resp2424,network,TL,central,implementation,0.738849357
resp2425,mng,E,country-wide,corp_gov,0
resp2427,it,E,west,service,0.957110624
resp2428,network,MM,east,implementation,0
resp2432,leadership,E,country-wide,corp_gov,0.815340148
resp2434,leadership,E,country-wide,corp_gov,0
resp2435,network,E,central,business_mng,0.86197149
resp2436,it,E,country-wide,service,0
resp2438,hr,E,central,service,0.791812957
resp2439,network,E,west,business_mng,0.78712065
resp2440,business,E,country-wide,implementation,0.007843096
resp2441,network,E,central,business_mng,0
resp2443,network,TL,central,implementation,0.763616104
resp2444,business,E,country-wide,business_mng,0.685377974
resp2445,hr,E,east,implementation,0.774345119
resp2447,logistics,TL,country-wide,implementation,0.873918548
resp2450,it,E,country-wide,service,0.778039376
resp2451,business,E,country-wide,business_mng,0.747358027
resp2452,business,E,west,implementation,0
resp2453,logistics,E,country-wide,implementation,0.641645274
resp2454,network,TL,west,implementation,0.797010348
resp2456,network,TL,central,implementation,0
resp2459,network,TL,east,implementation,0.800726719
resp2461,hr,TM,country-wide,service,0.869515798
resp2462,business,E,country-wide,business_mng,0.731692712
resp2465,hr,E,west,implementation,0
resp2467,mng,E,country-wide,service,0
resp2468,network,E,east,business_mng,0.826465253
resp2469,logistics,E,country-wide,implementation,0.837956846
resp2471,it,E,east,service,0
resp2472,network,TL,east,implementation,0
resp2473,business,E,country-wide,business_mng,0
resp2474,leadership,E,country-wide,corp_gov,0
resp2475,hr,TL,country-wide,corp_gov,0.882102558
resp2476,mng,E,country-wide,service,0
resp2477,business,E,country-wide,business_mng,0
resp2479,control,E,east,business_mng,0
resp2480,logistics,TL,east,implementation,0.915249125
resp2481,mng,E,central,implementation,0.969603208
resp2483,mng,E,west,service,0.749867879
resp2484,network,MM,central,implementation,0.818745908
resp2486,business,E,country-wide,implementation,0
resp2487,logistics,E,country-wide,implementation,0.002614365
resp2488,network,TL,west,implementation,0
resp2489,it,E,country-wide,service,0.762388346
resp2490,it,E,country-wide,service,0.721706152
resp2491,logistics,E,country-wide,business_mng,0
resp2492,leadership,E,country-wide,corp_gov,0.745875771
resp2494,mng,E,country-wide,service,0.660723078
resp2497,control,E,country-wide,corp_gov,0
resp2498,business,E,country-wide,business_mng,0.565372246
resp2500,network,TL,east,implementation,0.683901339
resp2501,control,E,central,business_mng,0.7924254
resp2502,network,TL,east,implementation,0.769078205
resp2503,logistics,MM,east,implementation,0.877287227
resp2506,logistics,E,country-wide,implementation,0.801100177
resp2507,security,E,east,service,0.817602465
resp2508,logistics,E,country-wide,implementation,0
resp2509,network,TL,east,implementation,0.896969183
resp2510,network,TL,central,implementation,0.705713013
resp2511,network,MM,west,implementation,0
resp2512,network,TL,central,implementation,0.661655024
resp2513,network,TL,east,implementation,0.740317579
resp2514,it,E,central,service,0.775019471
resp2517,hr,E,central,implementation,0
resp2518,logistics,E,country-wide,implementation,0
resp2521,business,E,country-wide,implementation,0
resp2522,it,E,country-wide,service,0.739582739
resp2523,network,TL,central,implementation,0
resp2525,hr,E,east,service,0.746181347
resp2526,business,E,country-wide,business_mng,0.670859867
resp2529,mng,E,country-wide,service,0
resp2530,network,E,east,business_mng,0.83653091
resp2531,it,E,west,service,0
resp2532,it,TL,country-wide,service,0.785288485
resp2533,logistics,E,country-wide,service,0.781274749
resp2535,mng,E,country-wide,corp_gov,0.864243783
resp2536,hr,E,east,implementation,0.731941275
resp2537,logistics,E,country-wide,implementation,0
resp2539,logistics,E,country-wide,implementation,0
resp2540,network,TL,central,implementation,0.697310031
resp2541,network,E,east,business_mng,0.819810544
resp2542,hr,E,east,implementation,0.783786546
resp2543,control,TL,central,business_mng,0.850742777
resp2544,network,TL,central,implementation,0
resp2545,network,MM,east,implementation,0.930418426
resp2548,hr,E,west,service,0.821906931
resp2549,business,E,country-wide,business_mng,0.795823353
resp2552,network,E,west,business_mng,0.797065746
resp2553,network,MM,central,implementation,0
resp2554,logistics,E,country-wide,implementation,0
resp2555,network,MM,central,implementation,0.795691953
resp2556,network,TL,central,implementation,0
resp2557,hr,E,central,implementation,0.763328699
resp2558,logistics,MM,east,implementation,0.933810632
resp2559,hr,E,country-wide,corp_gov,0.806063721
resp2560,it,E,country-wide,service,0
resp2561,it,E,country-wide,service,0
resp2562,logistics,TL,country-wide,implementation,0
resp2563,mng,E,country-wide,service,0.880822774
resp2566,mng,E,country-wide,corp_gov,0.81610544
resp2567,network,MM,west,implementation,0.846481375
resp2569,logistics,E,east,implementation,0
resp2571,control,E,country-wide,corp_gov,0.78050242
resp2572,business,E,country-wide,service,0.710045561
resp2575,business,E,country-wide,business_mng,0.658608696
resp2576,network,MM,east,implementation,0.779834055
resp2577,network,E,west,business_mng,0.749079734
resp2578,business,E,country-wide,business_mng,0.71010708
resp2579,control,E,country-wide,corp_gov,0
resp2580,hr,E,east,service,0.758683321
resp2581,hr,E,east,service,0.773869881
resp2582,it,E,country-wide,service,0.732535036
resp2584,it,TL,country-wide,service,0
resp2585,hr,E,country-wide,service,0.002614365
resp2588,logistics,E,country-wide,implementation,0
resp2591,logistics,E,country-wide,service,0
resp2592,business,E,country-wide,business_mng,0.739968567
resp2593,mng,E,country-wide,corp_gov,0.710076319
resp2595,logistics,TL,west,implementation,0.70976886
resp2596,network,TL,west,implementation,0.786267835
resp2597,logistics,E,west,implementation,0.712834865
resp2599,network,TL,central,implementation,0.00522873
resp2601,hr,E,central,service,0.787287442
resp2602,network,MM,west,implementation,0.773103421
resp2603,hr,E,west,service,0
resp2604,mng,E,country-wide,service,0.678358376
resp2605,mng,E,country-wide,service,0.002614365
resp2606,hr,E,east,implementation,0.773971436
resp2608,security,E,country-wide,corp_gov,0.819127561
resp2611,network,TL,east,implementation,0.791417666
resp2613,mng,E,country-wide,corp_gov,0.671505134
resp2614,network,TL,central,implementation,0.007843096
resp2615,business,E,country-wide,implementation,0
resp2616,network,TL,east,implementation,0
resp2617,logistics,E,country-wide,implementation,0.859395608
resp2618,hr,E,country-wide,corp_gov,0.784912461
resp2619,mng,E,central,implementation,0
resp2620,network,MM,central,implementation,0.720659097
resp2622,business,E,country-wide,service,0
resp2624,business,E,country-wide,business_mng,0.609496477
resp2625,hr,E,central,implementation,0.663258777
resp2626,network,TL,east,implementation,0
resp2627,network,TL,east,implementation,0
resp2629,network,TL,east,implementation,0
resp2630,network,TL,central,implementation,0.711713859
resp2632,network,MM,east,implementation,0.783674132
resp2633,logistics,E,east,implementation,0.724928736
resp2634,network,TL,west,implementation,0
resp2635,business,E,country-wide,business_mng,0
resp2637,mng,E,country-wide,service,0.667757529
resp2638,logistics,E,east,implementation,0
resp2639,logistics,E,country-wide,implementation,0.671340125
resp2640,network,TL,east,implementation,0
resp2643,network,TL,central,implementation,0.762352889
resp2644,leadership,E,country-wide,corp_gov,0.778094262
resp2646,hr,E,east,service,0.758367422
resp2647,mng,E,east,service,0.803456123
resp2648,it,E,east,service,0
resp2649,network,MM,west,implementation,0.859620946
resp2650,network,TL,central,implementation,0.516784936
resp2651,business,E,central,implementation,0
resp2653,business,E,country-wide,business_mng,0.836631033
resp2654,it,TM,country-wide,corp_gov,0.823848411
resp2655,network,TL,west,implementation,0.796894109
resp2656,network,TL,west,implementation,0
resp2657,it,E,country-wide,service,0
resp2658,logistics,E,west,implementation,0.010457461
resp2659,business,TL,country-wide,business_mng,0.759949552
resp2660,security,E,central,service,0
resp2661,control,E,east,business_mng,0.798991608
resp2663,mng,E,central,service,0.852556916
resp2666,business,E,country-wide,business_mng,0.823227794
resp2669,it,E,east,service,0
resp2671,network,MM,central,implementation,0.763951709
